9.077239646526661168e-03,8.376832703492724796e-01,8.131172728844197894e-02,-1.438114746189320114e-01,7.653793166570979079e-01,2.541425902858854169e+00,1.345492754556621540e+00,4.155243081931560001e-01,1.984756421942585947e+00,1.698276291307357910e+00,-4.690245091722020643e-01,1.636741166919931878e+00,-4.096374299463988455e-01,-2.107190983787537997e-01,2.968304491000481882e-01,5.916335986394008373e+00,2.619157871489110612e+00,7.221525807267519248e-01,3.646142716104040726e+00,2.824384210511121207e+00,-1.252829230293465712e-01,1.811475526386147061e+00,-4.236880171169877390e-02,-2.202669933283023518e-01,9.094616041514748117e-01,4.419375002751223747e+00,2.780777015106197680e+00,9.237700540144960781e-01,3.608500714372192775e+00,3.497877328743386194e+00
1.212197498973778265e+00,5.657957282026461199e-01,1.148945453189152754e+00,1.197182509200894529e+00,-1.690878318948248471e-01,-1.698505527192326059e-01,3.087246140947789708e-01,4.743996189584571144e-01,-4.470865155251929068e-01,-7.809246573770941557e-01,7.080214998365167434e-01,-3.625568923989381381e-02,4.556391899230821663e-01,6.571394619208730248e-01,-3.559064158368601127e-01,-6.445416868926127085e-01,-1.348735119491272783e-01,-4.702660285002754348e-01,-7.034042638527873148e-01,-6.024210113770290809e-01,1.268773047844881097e+00,8.950620127581671026e-01,1.118819826463013811e+00,1.224061334924112954e+00,6.142664295342911140e-01,-1.808662737632804884e-01,5.920775619481448704e-01,3.278881633391430017e-01,3.301869521976864563e-01,-4.496930868667520231e-01
-5.626182027288341159e-01,-1.191361775587945759e+00,-5.630711525718788968e-01,-5.702423716452754698e-01,-1.104970839762734691e+00,-5.244353523323157518e-01,-2.786521186233977265e-01,-6.344615833592004428e-01,-6.087408148366345584e-01,-1.976636077416891735e-01,-5.427085768545806266e-01,-7.200102413554348990e-01,-4.174845576961221383e-01,-4.893436320703620224e-01,-8.849912489700779705e-01,2.238893898487422651e-01,3.308564971297525137e-01,-1.969240629666039466e-01,-1.880892529714064676e-01,2.680559430426935341e-01,-6.619327879234075951e-01,-1.020068127984244066e+00,-5.977842807493484178e-01,-6.260262203929308766e-01,-1.291478888950173376e+00,-7.910256997197834261e-02,1.618865794459317664e-01,-3.771629286813129034e-01,-3.583067499216074370e-01,2.499201225567087847e-01
4.527811650721795256e-01,7.904961762577090711e-01,5.496156419014909256e-01,3.541237242752501291e-01,1.331723043052202904e+00,1.298687024045238392e+00,1.535817340728360625e+00,1.151080046619035402e+00,9.726599392970367575e-01,1.410060643829440741e+00,5.412828105964951897e-01,-2.757816708486792723e-01,3.677513591261819537e-01,4.268477555022989756e-01,5.384988973169129167e-01,7.382344789411906527e-01,8.331818124962272476e-01,2.840435070490898717e-01,-6.998006623780923530e-01,7.585770898857475686e-01,7.896948159662751099e-01,7.541970685217417314e-01,6.656007955682922139e-01,6.690874243582984882e-01,2.307297578074020805e+00,1.547812027819736480e+00,2.232997271357598290e+00,1.321024647798064722e+00,5.931532967571391257e-01,2.379879284030442133e+00
-5.711509705254816938e-01,-1.193608780068496467e+00,-6.263107809353356537e-01,-5.719723144324005970e-01,-1.369736531852445705e+00,-1.391344424981268979e+00,-9.943727334639644866e-01,-1.156086552842691129e+00,-5.138567695886140374e-01,-8.874688303784098453e-01,-7.527461512275466227e-01,-1.146182237863989650e+00,-7.622350368339625426e-01,-5.874308403597547912e-01,-5.740378821286254984e-01,-1.102200533008240724e+00,-6.766091571637812274e-01,-1.120604026637007422e+00,-1.208220254437672864e-01,-1.054334326398074895e+00,-7.195044209388626877e-01,-1.466404243429995979e+00,-7.769983419854971096e-01,-6.553455968001813403e-01,-1.400006526677079366e+00,-1.317097166479242576e+00,-1.127428216705807396e+00,-1.482197844518964969e+00,-9.703011518054238671e-01,-1.356193563327299012e+00
-3.436104959482234045e-01,-9.437418818314596142e-03,-3.258192134828322151e-01,-4.203139967610978744e-01,-6.360631285373626043e-02,1.198711737938964045e-01,-2.450948889562754307e-01,-5.275090537593523088e-01,-2.046050665580294303e-01,3.295934535212304839e-01,-5.358719107809577498e-01,-1.207353488551771825e+00,-2.249683569029123920e-01,-4.729957640221300053e-01,-4.467392756604827153e-01,3.478736271141853464e-01,3.461827365151554647e-01,-3.650246097146631619e-01,8.089071550275348521e-01,2.500485587973536039e-01,-3.966920501022051515e-01,-5.990560474573999317e-01,-2.553521240733365172e-01,-4.438272384335880116e-01,-1.541092455722012367e-01,4.571138692360365852e-01,3.375438647646081258e-01,-2.682969751177241013e-01,1.106336102503463703e+00,4.470104995112590962e-01
-3.927511120114065418e-02,1.743226076011175518e+00,-4.227421310811765864e-02,-1.712022354150798398e-01,1.841690674441222031e-01,1.217512628692574567e-01,-5.762847116038084527e-01,-1.793991377059999393e-01,-9.917912197267901853e-01,-1.744424418311456282e-01,-1.708699054058760436e-01,4.980715005027818720e-01,-3.679354360717400525e-03,-2.552611156695890893e-01,6.013460269834567523e-02,3.547666247592973915e-02,-3.800933421155757164e-01,6.586585120778153390e-01,2.901625187426619921e-03,5.136766641491272711e-01,-2.157526320536326259e-01,1.176791901231017734e+00,-2.260261867801483526e-01,-3.174746877261508393e-01,-3.581412044987838383e-01,-1.880419195434365476e-01,-6.849460632749598821e-01,-1.739869150668157949e-01,-1.038831774933038687e+00,-3.995256635597684014e-02
-6.024377857798544067e-01,-1.337417066823736844e+00,-6.023375884838292338e-01,-6.186807696847790305e-01,9.423617311555682052e-01,-3.014567879945019291e-01,-6.615551347504888824e-01,-5.665878626516044347e-01,-5.700843519578118190e-01,4.224781171634027777e-01,-6.008202384803740248e-01,-1.322325959723988920e+00,-6.178478862390551773e-01,-5.229870706623760412e-01,8.367158462344492786e-02,-7.901825594882638804e-01,-4.654823901199640068e-01,-6.547162979254359527e-01,-1.388400328172422205e-01,-5.919767285147321534e-01,-5.961366359057451714e-01,-1.577196896200217857e+00,-6.194084567332144298e-01,-5.911222008604897216e-01,8.573683380425609624e-01,-6.003153861851220352e-01,-5.417103705633118382e-01,-6.420498658339444109e-01,-1.925582660780734701e-01,-1.949739447208135856e-01
-5.370198993388926034e-01,-8.358856667648577321e-02,-6.002709339621478124e-01,-5.633226004967749612e-01,-9.598452598739894981e-01,-1.205215606520530836e+00,-1.037871918487689671e+00,-1.066513809302818139e+00,-9.847627719306403238e-01,-4.831473533477768645e-01,-8.564355866774918669e-01,5.717718025362544809e-01,-8.872659389795525264e-01,-6.485576513227095941e-01,2.673263449967551164e-01,-9.579132001207275593e-01,-8.087901523529917869e-01,-8.871045891805434680e-01,-1.664676441232366966e-01,-5.962985007336135679e-01,-6.166979334112647759e-01,4.313156233056659739e-01,-6.902054164612134723e-01,-6.008953263295732095e-01,-4.406222091712321265e-01,-1.074429872823060572e+00,-1.151478263759080800e+00,-1.159087333315611978e+00,-5.543362067750170485e-01,-6.819370105880495636e-01
-3.521432637448708713e-01,-7.576899108416744744e-01,-3.828588782812439861e-01,-4.211789681546603270e-01,2.698285560613819523e-01,-5.018742834279836806e-01,-3.642981824006804592e-01,-4.195281344518131394e-01,-3.135460073983496465e-01,2.339768880072287116e-01,-7.599626320830372705e-01,-8.440109995267525145e-01,-8.705253997801429833e-01,-5.435995999405817125e-01,5.471180737965266605e-01,-3.299790587213364268e-01,-2.975193176717716437e-01,-1.254932357365502738e-01,6.575558930903460109e-01,3.055113022730001626e-01,-5.365088731397382737e-01,-9.187719883086122863e-01,-5.634225764462192920e-01,-5.291675661904066130e-01,6.924063286976630538e-01,-3.158988807171236868e-01,-2.421735672237507742e-01,-1.618570038062488725e-01,7.620892514438176724e-01,6.878987380112639993e-01
